         1368402654 function calls (1274850096 primitive calls) in 738.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/shap/_explanation.py:220(lower_bounds)
     1050    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
     1890    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:673(start_rasterizing)
      168    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:2765(check_dict_or_set_indexers)
      948    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
     1587    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1211(score_size)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/common.py:1186(_get_binary_io_classes)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:723(get_figure)
      105    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/shap/_explanation.py:235(main_effects)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/compat/_optional.py:85(import_optional_dependency)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
     1587    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1164(score_variant)
      546    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:123(<lambda>)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/shap/_explanation.py:225(upper_bounds)
     1134    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:718(dtype)
      945    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      252    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:667(_info_axis)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:732(__call__)
     1890    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:680(stop_rasterizing)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/shap/_explanation.py:207(output_indexes)
      420    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1399(_get_dtype)
      105    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
      546    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:121(classes)
     1890    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1183(_timer_set_single_shot)
      946    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/getlimits.py:696(min)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:1073(set_in_layout)
      168    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:2228(construct_from_string)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:405(_check_values_indices_shape_match)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/histograms.py:673(_histogram_dispatcher)
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:326(<listcomp>)
      168    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:1835(construct_from_string)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:305(loc)
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:213(<listcomp>)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:2593(_check_layout_engines_compat)
      882    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:363(attrs)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2320(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/path.py:816(circle)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/arraysetops.py:761(_isin_dispatcher)
      630    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:266(mgr_locs)
        5    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/array_algos/take.py:287(_get_take_nd_function_cached)
      882    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/flags.py:55(allows_duplicate_labels)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1433(find_common_type)
      315    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2294(<listcomp>)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/arraysetops.py:519(_in1d_dispatcher)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/ImageFile.py:88(_tilesort)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:2794(_na_value)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/util/_validators.py:128(_check_for_invalid_keys)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:7723(_unpack_nested_dtype)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:126(_classes_and_not_datetimelike)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
      315    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/format.py:652(<genexpr>)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1180(_timer_set_interval)
      168    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:1165(_check_deprecated_callable_usage)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numeric.py:63(_zeros_like_dispatcher)
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/readers.py:2365(_validate_skipfooter)
      735    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/function_base.py:19(_linspace_dispatcher)
      168    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:196(blklocs)
      946    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/inspect.py:2726(default)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
      378    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:540(<genexpr>)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:606(_maybe_promote_cached)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/construction.py:742(_get_axes)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/enum.py:499(__new__)
       77    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:1894(draw)
      735    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/multiarray.py:892(bincount)
      462    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:1940(_block)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/util/_validators.py:49(_check_for_default_values)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:614(_maybe_promote)
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:279(_extract_multi_indexer_columns)
      105    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
      336    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:303(<listcomp>)
      945    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/multiarray.py:969(ravel_multi_index)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:288(<listcomp>)
      105    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:392(ensure_dtype_objs)
      609    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:913(__init__)
      588    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/range.py:376(dtype)
      170    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/astype.py:249(astype_is_view)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1521(_cached_realpath)
      315    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1021(_argsort_dispatcher)
      277    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      105    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/inspect.py:292(isclass)
      168    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/common.py:372(apply_if_callable)
      105    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
       16    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/bezier.py:15(_comb)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/BmpImagePlugin.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      378    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:1671(name)
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/range.py:216(_validate_dtype)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/range.py:315(step)
      378    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/base.py:974(dtype)
      273    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:1253(iget)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1602(_get_spec)
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/readers.py:2056(_clean_na_values)
      273    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:246(items)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:131(deprecate)
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:255(_has_complex_date_col)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/range.py:553(equals)
      357    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:344(<dictcomp>)
      315    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/format.py:196(_check_version)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/pathlib.py:1008(stat)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/ImageOps.py:1(<module>)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexes/range.py:280(start)
       60    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:761(<genexpr>)
       77    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/common.py:152(cast_scalar_indexer)
      315    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:1447(is_index_col)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:241(is_single_block)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:58(RendererAgg)
      252    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:696(ndim)
      504    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/series.py:1480(_clear_item_cache)
      105    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/enum.py:1257(value)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/pathlib.py:1230(exists)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/PIL/PpmImagePlugin.py:1(<module>)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/common.py:131(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/logging/__init__.py:1946(basicConfig)
      504    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/base.py:363(ndim)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       84    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexers/utils.py:62(is_list_like_indexer)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
      105    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
      168    0.000    0.000    0.000    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:1249(shape)
